"Name","Nationality","Team","Position","Age","Age Ranking","Appearences","Appearences Ranking","Lineups","Lineups Ranking","Minutes","Minutes Ranking","Shots Total","Shots Total Ranking","Shots on Target","Shots on Target Ranking","Goals","Goals Ranking","Assists","Assists Ranking","Passes Total","Passes Total Ranking","Key Passes","Key Passes Ranking","Tackles","Tackles Ranking","Blocks","Blocks Ranking","Interceptions","Interceptions Ranking","Duels Total","Duels Total Ranking","Duels Won","Duels Won Ranking","Attempted Dribbles","Attempted Dribbles Ranking","Successful Dribbles","Successful Dribbles Ranking","Fouls Drawn","Fouls Drawn Ranking","Yellow Cards","Yellow Cards Ranking","Second Yellow Cards","Second Yellow Cards Ranking","Red Cards","Red Cards Ranking","Penalties Scored","Penalties Scored Ranking","Penalties Missed","Penalties Missed Ranking","Participations in Goals","Participations in Goals Ranking","Minutes per Goal","Minutes per Goal Ranking","Minutes per Participation","Minutes per Participation Ranking","Minutes per Assists","Minutes per Assists Ranking","Penalty Conversion","Penalty Conversion Ranking","On Target Conversion per Total Shots","On Target Conversion per Total Shots Ranking","Shots per Goal","Shots per Goal Ranking","Goal Conversion per Total Shots","Goal Conversion per Total Shots Ranking","Goal Conversion per Shots on Target","Goal Conversion per Shots on Target Ranking","Pencertage of Key Passes per Total Passes","Pencertage of Key Passes per Total Passes Ranking","Key Passes per Assist","Key Passes per Assist Ranking","Total Passes per Assist","Total Passes per Assist Ranking","Percentage of Successful Dribbles","Percentage of Successful Dribbles Ranking","Percentage of Duels Won","Percentage of Duels Won Ranking","Minutes per Yellow Card","Minutes per Yellow Card Ranking","Minutes per Red Card","Minutes per Red Card Ranking"
"Pedro Naressi","Brazil","Ceara","Midfielder",26,473,10,463,2,532,246,546,1,504,1,391,0,289,1,140,121,498,3,414,10,338,0,414,5,362,30,500,16,483,1,541,1,506,3,490,2,279,0,27,0,49,0,47,0,21,1,259,,289,246,258,246,251,,58,100,1,,289,0,289,0,289,2.479338842975207,311,3,246,121,224,100,1,53.333333333333336,236,123,481,,74
"Carlos Eduardo","Brazil","Sport Recife","Goalkeeper",32,192,1,660,1,573,90,621,0,564,0,491,0,289,0,273,16,641,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,1,393,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,0,565,,273,,273,,605,,691,90,500,,74
"Wescley","Brazil","Juventude","Midfielder",33,160,28,132,18,202,1645,199,15,166,8,122,1,172,0,273,587,212,21,114,16,257,2,250,3,423,194,158,84,205,54,51,36,47,31,111,2,279,0,27,0,49,0,47,0,21,1,259,1645,37,1645,24,,273,,58,53.333333333333336,135,15,29,6.666666666666667,254,12.5,271,3.577512776831346,227,,273,,273,66.66666666666666,213,43.29896907216495,502,822.5,66,,74
"William Klaus","Brazil","Ceara","Defender",30,275,4,578,4,458,360,497,4,387,1,391,0,289,0,273,207,411,2,449,4,461,1,321,8,298,22,531,14,500,1,541,1,506,2,530,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,25,418,,289,0,289,0,289,0.966183574879227,462,,273,,273,100,1,63.63636363636363,73,,515,,74
"Diego Ferreira","Brazil","America Mineiro","Defender",28,355,9,482,6,411,503,442,0,564,0,491,0,289,0,273,237,392,1,500,4,461,1,321,13,211,63,408,25,430,1,541,1,506,14,260,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,0.42194092827004215,522,,273,,273,100,1,39.682539682539684,570,,515,,74
"Raul Gustavo","Brazil","Corinthians","Defender",25,526,3,606,3,498,270,531,0,564,0,491,0,289,0,273,139,481,0,565,2,532,2,250,3,423,23,526,12,520,1,541,1,506,2,530,1,393,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,0,565,,273,,273,100,1,52.17391304347826,273,270,351,,74
"Willian Oliveira","Brazil","Ceara","Midfielder",32,192,14,386,5,439,514,439,4,387,1,391,0,289,0,273,146,473,1,500,11,326,2,250,13,211,72,378,38,359,4,444,3,406,15,246,2,279,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,25,418,,289,0,289,0,289,0.684931506849315,484,,273,,273,75,136,52.77777777777778,252,257,367,,74
"Kaio Nunes","Brazil","Chapecoense-sc","Attacker",28,355,18,309,6,411,587,418,10,247,6,160,3,70,1,140,190,428,7,292,25,172,0,414,7,319,111,295,62,266,26,165,13,184,19,201,2,279,1,3,0,49,0,47,0,21,4,108,195.66666666666666,258,146.75,332,587,165,,58,60,82,3.3333333333333335,258,30,31,50,48,3.684210526315789,206,7,166,190,183,50,426,55.85585585585585,182,195.66666666666666,429,587,64
"Raí","Brazil","Bahia","Attacker",26,473,15,365,15,242,1110,285,18,129,12,66,3,70,2,73,301,353,25,87,14,284,2,250,11,243,127,266,54,285,23,184,14,175,21,185,2,279,0,27,0,49,0,47,0,21,5,70,370,195,222,280,555,173,,58,66.66666666666666,48,6,173,16.666666666666664,105,25,173,8.305647840531561,30,12.5,84,150.5,204,60.86956521739131,316,42.51968503937008,527,555,137,,74
"Rick","Brazil","Ceara","Attacker",25,526,28,132,11,292,1139,279,23,86,12,66,6,25,1,140,343,331,16,164,20,211,0,414,5,362,240,90,119,99,62,41,45,25,34,97,0,515,0,27,0,49,0,47,0,21,7,39,189.83333333333334,263,162.71428571428572,317,1139,81,,58,52.17391304347826,143,3.8333333333333335,246,26.08695652173913,43,50,48,4.664723032069971,130,16,49,343,118,72.58064516129032,169,49.583333333333336,357,,515,,74
"Kawan","Brazil","Atletico Paranaense","Midfielder",22,773,0,717,0,623,0,709,0,564,0,491,0,289,0,273,0,705,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,,705,,273,,273,,605,,691,,515,,74
"Gabriel Pierini","Brazil","Cuiaba","Midfielder",24,608,0,717,0,623,0,709,0,564,0,491,0,289,0,273,0,705,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,,705,,273,,273,,605,,691,,515,,74
"Felipe Felício","Brazil","Atletico-MG","Attacker",22,773,5,551,0,623,107,614,2,453,1,391,0,289,0,273,18,636,0,565,0,613,0,414,0,569,11,588,7,573,3,467,3,406,3,490,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,50,150,,289,0,289,0,289,0,565,,273,,273,100,1,63.63636363636363,73,,515,,74
"Ryan Luka","Brazil","Flamengo","Attacker",21,841,2,631,0,623,9,693,0,564,0,491,0,289,0,273,6,674,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,0,565,,273,,273,,605,,691,,515,,74
"Caio Vidal","Brazil","Internacional","Attacker",24,608,20,269,11,292,1036,301,19,118,7,139,1,172,0,273,202,417,5,340,14,284,0,414,3,423,141,250,75,227,27,157,15,164,40,68,4,128,0,27,1,3,0,47,0,21,1,259,1036,68,1036,57,,273,,58,36.84210526315789,330,19,18,5.263157894736842,271,14.285714285714285,264,2.4752475247524752,312,,273,,273,55.55555555555556,372,53.191489361702125,244,259,362,1036,49
"Alessandro","Brazil","Ceara","Defender",25,526,0,717,0,623,0,709,0,564,0,491,0,289,0,273,0,705,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,,705,,273,,273,,605,,691,,515,,74
"Breno Boeno","Brazil","Atletico Goianiense","Goalkeeper",22,773,0,717,0,623,0,709,0,564,0,491,0,289,0,273,0,705,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,,705,,273,,273,,605,,691,,515,,74
"João Paulo","Brazil","Chapecoense-sc","Goalkeeper",23,686,20,269,19,187,1766,168,0,564,0,491,0,289,0,273,437,283,1,500,1,560,0,414,3,423,12,583,10,537,0,605,0,580,4,453,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,0.2288329519450801,550,,273,,273,,605,83.33333333333334,27,,515,,74
"Alexandre","Brazil","Atletico-MG","Midfielder",21,841,0,717,0,623,0,709,0,564,0,491,0,289,0,273,0,705,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,,705,,273,,273,,605,,691,,515,,74
"R. Piris Da Motta","Paraguay","Flamengo","Midfielder",30,275,5,551,1,573,132,595,1,504,0,491,0,289,0,273,82,544,1,500,3,493,1,321,5,362,17,560,10,537,1,541,1,506,2,530,1,393,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,0,491,,289,0,289,,491,1.2195121951219512,434,,273,,273,100,1,58.82352941176471,130,132,474,,74
"Luan Polli","Brazil","Atletico Goianiense","Goalkeeper",31,232,1,660,0,623,56,642,0,564,0,491,0,289,0,273,18,636,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,0,565,,273,,273,,605,,691,,515,,74
"Cleberson","Brazil","Juventude","Defender",32,192,5,551,1,573,136,593,1,504,0,491,0,289,0,273,42,600,0,565,0,613,1,321,2,466,10,596,6,583,0,605,0,580,1,575,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,0,491,,289,0,289,,491,0,565,,273,,273,,605,60,116,,515,,74
"Matheus Oliveira","Brazil","Atletico Goianiense","Midfielder",27,410,0,717,0,623,0,709,0,564,0,491,0,289,0,273,0,705,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,,705,,273,,273,,605,,691,,515,,74
"J. Rojas","Ecuador","Sao Paulo","Attacker",35,103,14,386,5,439,550,430,6,330,2,314,0,289,0,273,140,478,5,340,6,418,0,414,4,393,70,388,30,399,16,235,7,277,14,260,1,393,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,33.33333333333333,355,,289,0,289,0,289,3.571428571428571,228,,273,,273,43.75,502,42.857142857142854,511,550,141,,74
"Gabriel","Brazil","Atletico-MG","Defender",29,318,5,551,4,458,366,493,1,504,1,391,1,172,0,273,246,386,1,500,3,493,2,250,8,298,20,541,11,527,0,605,0,580,1,575,1,393,0,27,0,49,0,47,0,21,1,259,366,197,366,196,,273,,58,100,1,1,281,100,2,100,2,0.40650406504065045,524,,273,,273,,605,55.00000000000001,201,366,258,,74
"Bruno Silva","Brazil","Chapecoense-sc","Attacker",24,608,22,228,12,280,1095,289,24,80,11,84,0,289,1,140,137,483,14,185,17,249,0,414,12,226,150,236,61,267,39,95,16,155,18,211,2,279,0,27,1,3,0,47,0,21,1,259,,289,1095,50,1095,86,,58,45.83333333333333,232,,289,0,289,0,289,10.218978102189782,14,14,64,137,215,41.02564102564102,519,40.666666666666664,553,547.5,142,1095,46
"P. Guerrero","Peru","Internacional","Attacker",40,4,9,482,1,573,218,555,8,280,2,314,1,172,0,273,77,551,2,449,0,613,1,321,0,569,54,429,16,483,1,541,1,506,4,453,0,515,0,27,0,49,0,47,0,21,1,259,218,245,218,282,,273,,58,25,418,8,124,12.5,152,50,48,2.5974025974025974,298,,273,,273,100,1,29.629629629629626,651,,515,,74
"Yago César","Brazil","Atletico Paranaense","Attacker",27,410,0,717,0,623,0,709,0,564,0,491,0,289,0,273,0,705,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,,705,,273,,273,,605,,691,,515,,74
"F. Pacheco","Peru","Juventude","Attacker",25,526,16,335,0,623,220,554,4,387,0,491,0,289,0,273,47,591,3,414,3,493,0,414,1,510,45,455,16,483,12,281,4,366,8,359,2,279,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,0,491,,289,0,289,,491,6.382978723404255,66,,273,,273,33.33333333333333,540,35.55555555555556,618,110,493,,74
"Lucas Braga","Brazil","Santos","Attacker",28,355,32,61,23,121,2304,79,27,64,14,54,1,172,2,73,746,166,29,60,30,122,1,321,15,187,363,19,187,15,119,9,68,6,63,14,4,128,0,27,0,49,0,47,0,21,3,140,2304,15,768,98,1152,78,,58,51.85185185185185,146,27,5,3.7037037037037033,283,7.142857142857142,285,3.8873994638069704,191,14.5,60,373,108,57.14285714285714,351,51.515151515151516,290,576,121,,74
"D. Churín","Argentina","Gremio","Attacker",35,103,6,536,0,623,116,605,2,453,0,491,0,289,0,273,43,598,4,373,3,493,0,414,0,569,30,500,13,510,1,541,0,580,1,575,1,393,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,0,491,,289,0,289,,491,9.30232558139535,19,,273,,273,0,580,43.333333333333336,500,116,486,,74
"B. Montenegro","Paraguay","Atletico Goianiense","Attacker",31,232,20,269,6,411,667,395,8,280,5,192,1,172,0,273,154,465,3,414,6,418,0,414,0,569,97,324,44,336,8,350,5,340,8,359,0,515,0,27,0,49,0,47,0,21,1,259,667,129,667,115,,273,,58,62.5,77,8,124,12.5,152,20,222,1.948051948051948,358,,273,,273,62.5,294,45.36082474226804,458,,515,,74
"Betinho","Brazil","Sport Recife","Midfielder",32,192,4,578,1,573,148,584,2,453,1,391,0,289,0,273,88,533,1,500,7,401,0,414,2,466,27,504,17,478,1,541,1,506,5,425,1,393,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,50,150,,289,0,289,0,289,1.1363636363636365,442,,273,,273,100,1,62.96296296296296,79,148,460,,74
"Lucas Ramos","Brazil","Internacional","Midfielder",23,686,2,631,2,532,114,606,1,504,1,391,0,289,0,273,29,618,3,414,6,418,0,414,3,423,27,504,13,510,4,444,2,445,4,453,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,100,1,,289,0,289,0,289,10.344827586206897,13,,273,,273,50,426,48.148148148148145,386,,515,,74
"Hélio Borges","Brazil","Ceara","Attacker",24,608,2,631,0,623,9,693,0,564,0,491,0,289,0,273,4,686,0,565,0,613,0,414,0,569,7,620,3,619,2,496,2,445,1,575,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,0,565,,273,,273,100,1,42.857142857142854,511,,515,,74
"Pedrão","Brazil","Sport Recife","Defender",24,608,0,717,0,623,0,709,0,564,0,491,0,289,0,273,0,705,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,,705,,273,,273,,605,,691,,515,,74
"Danilo Gomes","Brazil","Cuiaba","Attacker",25,526,14,386,8,359,685,391,8,280,3,271,0,289,0,273,180,441,5,340,12,307,0,414,18,157,95,333,50,301,27,157,12,195,21,185,1,393,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,37.5,321,,289,0,289,0,289,2.7777777777777777,285,,273,,273,44.44444444444444,496,52.63157894736842,258,685,84,,74
"Reginaldo Ramires","Brazil","RB Bragantino","Attacker",23,686,0,717,0,623,0,709,0,564,0,491,0,289,0,273,0,705,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,,705,,273,,273,,605,,691,,515,,74
"Renan Viana","Brazil","Atletico Paranaense","Attacker",21,841,0,717,0,623,0,709,0,564,0,491,0,289,0,273,0,705,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,,705,,273,,273,,605,,691,,515,,74
"Vinícius","Brazil","Palmeiras","Goalkeeper",30,275,4,578,4,458,360,497,0,564,0,491,0,289,0,273,116,501,0,565,0,613,0,414,0,569,3,657,1,653,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,0,565,,273,,273,,605,33.33333333333333,632,,515,,74
"Sabino","Brazil","America Mineiro","Midfielder",25,526,5,551,0,623,137,592,1,504,0,491,0,289,0,273,67,565,1,500,4,461,0,414,2,466,24,523,10,537,3,467,2,445,2,530,1,393,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,0,491,,289,0,289,,491,1.4925373134328357,406,,273,,273,66.66666666666666,213,41.66666666666667,543,137,473,,74
"Rodrigo Freitas","Brazil","Sao Paulo","Defender",26,473,0,717,0,623,0,709,0,564,0,491,0,289,0,273,0,705,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,,705,,273,,273,,605,,691,,515,,74
"Bento","Brazil","Atletico Paranaense","Goalkeeper",25,526,9,482,9,336,810,356,0,564,0,491,0,289,0,273,231,399,0,565,0,613,0,414,0,569,1,684,1,653,0,605,0,580,1,575,1,393,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,0,565,,273,,273,,605,100,1,810,68,,74
"Paulo Victor","Brazil","Gremio","Goalkeeper",37,44,1,660,1,573,90,621,0,564,0,491,0,289,0,273,27,620,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,0,565,,273,,273,,605,,691,,515,,74
"Matheus Henrique","Brazil","Gremio","Midfielder",27,410,8,499,8,359,638,405,8,280,2,314,1,172,1,140,472,261,12,213,9,357,0,414,3,423,75,372,35,375,24,175,13,184,11,297,3,181,0,27,0,49,0,47,0,21,2,194,638,137,319,219,638,154,,58,25,418,8,124,12.5,152,50,48,2.5423728813559325,305,12,91,472,92,54.166666666666664,393,46.666666666666664,424,212.66666666666666,411,,74
"Róger Guedes","Brazil","Corinthians","Attacker",28,355,19,292,19,187,1681,191,37,34,22,18,7,18,2,73,713,171,26,80,12,307,0,414,3,423,229,103,117,107,72,28,31,57,57,23,3,181,0,27,0,49,1,22,0,21,9,23,240.14285714285714,236,186.77777777777777,303,840.5,123,100,1,59.45945945945946,92,5.285714285714286,201,18.91891891891892,88,31.818181818181817,157,3.6465638148667603,211,13,77,356.5,112,43.05555555555556,504,51.09170305676856,307,560.3333333333334,134,,74
"Luis Phelipe","Brazil","RB Bragantino","Attacker",23,686,0,717,0,623,0,709,0,564,0,491,0,289,0,273,0,705,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,,705,,273,,273,,605,,691,,515,,74
"Pedro Bicalho","Brazil","Palmeiras","Midfielder",23,686,3,606,0,623,38,651,0,564,0,491,0,289,0,273,11,652,0,565,3,493,0,414,2,466,10,596,5,595,1,541,1,506,1,575,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,0,565,,273,,273,100,1,50,326,,515,,74
"Geovane","Brazil","Ceara","Midfielder",25,526,3,606,3,498,198,564,1,504,0,491,0,289,0,273,112,504,3,414,3,493,1,321,3,423,21,536,11,527,0,605,0,580,6,397,1,393,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,0,491,,289,0,289,,491,2.6785714285714284,294,,273,,273,,605,52.38095238095239,265,198,428,,74
"Gabriel Noga","Brazil","Flamengo","Defender",22,773,1,660,1,573,86,631,0,564,0,491,0,289,0,273,53,586,0,565,0,613,1,321,0,569,5,638,1,653,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,0,565,,273,,273,,605,20,671,,515,,74
"Lucas Vital","Brazil","Internacional","Midfielder",23,686,0,717,0,623,0,709,0,564,0,491,0,289,0,273,0,705,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,,705,,273,,273,,605,,691,,515,,74
"Gabriel Pereira","Brazil","Corinthians","Midfielder",23,686,21,251,17,216,1337,247,17,139,11,84,2,114,1,140,514,245,14,185,16,257,0,414,11,243,224,112,106,141,75,26,42,30,38,79,1,393,0,27,0,49,0,47,0,21,3,140,668.5,128,445.6666666666667,165,1337,67,,58,64.70588235294117,72,8.5,111,11.76470588235294,169,18.181818181818183,241,2.7237354085603114,292,14,64,514,82,56.00000000000001,368,47.32142857142857,410,1337,24,,74
"Vitinho","Brazil","Palmeiras","Midfielder",22,773,0,717,0,623,0,709,0,564,0,491,0,289,0,273,0,705,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,,705,,273,,273,,605,,691,,515,,74
"Giovani","Brazil","Palmeiras","Attacker",20,877,3,606,3,498,230,551,4,387,2,314,1,172,0,273,51,587,3,414,3,493,0,414,2,466,31,498,14,500,8,350,4,366,3,490,0,515,0,27,0,49,0,47,0,21,1,259,230,240,230,273,,273,,58,50,150,4,238,25,45,50,48,5.88235294117647,80,,273,,273,50,426,45.16129032258064,464,,515,,74
"Sarará","Brazil","Gremio","Midfielder",22,773,10,463,2,532,277,528,2,453,0,491,0,289,1,140,164,455,4,373,12,307,1,321,5,362,53,432,28,417,1,541,1,506,3,490,2,279,0,27,0,49,0,47,0,21,1,259,,289,277,244,277,243,,58,0,491,,289,0,289,,491,2.4390243902439024,317,4,228,164,198,100,1,52.83018867924528,251,138.5,470,,74
"Thauan Lara","Brazil","Internacional","Defender",20,877,1,660,0,623,10,689,0,564,0,491,0,289,0,273,10,660,0,565,0,613,0,414,0,569,2,671,0,683,1,541,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,0,565,,273,,273,0,580,0,683,,515,,74
"Marquinho","Brazil","Chapecoense-sc","Midfielder",22,773,8,499,2,532,252,544,5,358,4,226,0,289,0,273,109,509,4,373,3,493,0,414,0,569,20,541,7,573,6,398,4,366,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,80,32,,289,0,289,0,289,3.669724770642202,208,,273,,273,66.66666666666666,213,35,622,,515,,74
"Kaique","Brazil","Palmeiras","Goalkeeper",21,841,0,717,0,623,0,709,0,564,0,491,0,289,0,273,0,705,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,,705,,273,,273,,605,,691,,515,,74
"Isaac Valença","Brazil","Atletico Goianiense","Midfielder",20,877,0,717,0,623,0,709,0,564,0,491,0,289,0,273,0,705,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,,705,,273,,273,,605,,691,,515,,74
"G. Conti","Argentina","Bahia","Defender",30,275,28,132,28,64,2451,65,9,266,2,314,0,289,0,273,1198,52,3,414,20,211,26,9,59,3,183,172,114,118,3,467,1,506,10,319,6,53,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,22.22222222222222,447,,289,0,289,0,289,0.25041736227045075,547,,273,,273,33.33333333333333,540,62.295081967213115,88,408.5,225,,74
"Andreas Pereira","Brazil","Flamengo","Midfielder",28,355,18,309,16,230,1389,238,15,166,8,122,5,32,1,140,799,151,29,60,26,161,2,250,11,243,178,179,76,221,38,103,26,79,18,211,3,181,0,27,0,49,0,47,0,21,6,55,277.8,226,231.5,272,1389,63,,58,53.333333333333336,135,3,260,33.33333333333333,18,62.5,38,3.629536921151439,216,29,11,799,40,68.42105263157895,202,42.69662921348314,522,463,186,,74
"I. Fernández","Argentina","Atletico-MG","Midfielder",34,131,26,159,20,173,1813,158,27,64,12,66,5,32,5,11,1112,65,56,7,28,139,1,321,3,423,209,131,90,193,33,128,14,175,41,60,4,128,0,27,0,49,1,22,1,4,10,20,362.6,198,181.3,304,362.6,220,50,41,44.44444444444444,243,5.4,199,18.51851851851852,89,41.66666666666667,95,5.0359712230215825,115,11.2,104,222.4,163,42.42424242424242,514,43.0622009569378,508,453.25,194,,74
"Abner","Brazil","Atletico Paranaense","Defender",24,608,24,191,23,121,1953,134,10,247,0,491,0,289,3,38,943,108,34,40,31,114,3,194,18,157,166,205,75,227,21,199,9,243,5,425,3,181,0,27,0,49,0,47,0,21,3,140,,289,651,121,651,153,,58,0,491,,289,0,289,,491,3.6055143160127257,222,11.333333333333334,102,314.3333333333333,124,42.857142857142854,505,45.18072289156627,462,651,96,,74
"M. Borja","Colombia","Gremio","Attacker",31,232,18,309,11,292,1049,297,44,21,16,39,5,32,3,38,240,390,7,292,4,461,1,321,0,569,164,209,73,235,10,320,6,306,27,138,5,92,0,27,0,49,2,12,2,1,8,30,209.8,250,131.125,344,349.6666666666667,224,50,41,36.36363636363637,333,8.8,106,11.363636363636363,182,31.25,158,2.9166666666666665,272,2.3333333333333335,257,80,251,60,322,44.51219512195122,477,209.8,418,,74
"Éderson","Brazil","Fortaleza EC","Midfielder",25,526,34,28,29,51,2624,48,43,24,15,44,1,172,2,73,1062,81,17,159,66,11,11,50,55,7,423,6,254,1,95,14,62,10,90,3,6,53,0,27,0,49,0,47,0,21,3,140,2624,9,874.6666666666666,83,1312,70,,58,34.883720930232556,352,43,1,2.3255813953488373,288,6.666666666666667,286,1.60075329566855,390,8.5,145,531,77,65.26315789473685,253,60.047281323877066,115,437.3333333333333,204,,74
"J. Campaz","Colombia","Gremio","Midfielder",24,608,17,323,9,336,908,333,30,53,11,84,2,114,0,273,405,297,18,143,15,272,0,414,4,393,126,269,61,267,31,134,21,112,17,221,2,279,0,27,0,49,0,47,0,21,2,194,454,170,454,162,,273,,58,36.666666666666664,331,15,29,6.666666666666667,254,18.181818181818183,241,4.444444444444445,145,,273,,273,67.74193548387096,207,48.41269841269841,380,454,192,,74
"Kenedy","Brazil","Flamengo","Midfielder",28,355,14,386,4,458,479,450,12,214,5,192,1,172,1,140,198,421,1,500,10,338,0,414,4,393,85,349,36,367,27,157,15,164,7,378,2,279,0,27,0,49,0,47,0,21,2,194,479,162,239.5,265,479,189,,58,41.66666666666667,274,12,56,8.333333333333332,224,20,222,0.5050505050505051,512,1,265,198,177,55.55555555555556,372,42.35294117647059,531,239.5,390,,74
"G. Neves","Uruguay","Sao Paulo","Midfielder",27,410,12,425,2,532,392,480,1,504,0,491,0,289,0,273,321,342,6,313,13,297,1,321,5,362,46,452,22,449,2,496,2,445,2,530,3,181,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,0,491,,289,0,289,,491,1.8691588785046727,362,,273,,273,100,1,47.82608695652174,392,130.66666666666666,476,,74
"Lucas Perri","Brazil","Sao Paulo","Goalkeeper",27,410,0,717,0,623,0,709,0,564,0,491,0,289,0,273,0,705,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,1,393,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,,705,,273,,273,,605,,691,0,513,,74
"J. Cardoso","USA","Internacional","Midfielder",23,686,27,150,11,292,1201,269,5,358,1,391,0,289,0,273,550,229,4,373,37,87,5,127,26,93,150,236,76,221,20,204,12,195,10,319,1,393,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,20,454,,289,0,289,0,289,0.7272727272727273,479,,273,,273,60,322,50.66666666666667,318,1201,29,,74
